first,name,organization,image (please don't edit),bioguide,twitter,state,phone,email,party affiliation,office 1,office 1 phone,office 1 geo,office 2,office 2 phone,office 2 geo,office 3,office 3 phone,office 3 geo,office 4,office 4 phone,office 4 geo,office 5,office 5 phone,office 5 geo,office 6,office 6 phone,office 6 geo,office 7,office 7 phone,office 7 geo,office 8,office 8 phone,office 8 geo,Event 1,Event 2,EFF score -4 (to,First cloture vote USAF,,,sp/co FISA Courts Reform Act (+3),"sp/co S. 1551, IOSRA (+4)",sp/co FISA Improvements Act (-4),sp/co FISA Transparency & Modernization Act (-4),sp/co Surveillance State Repeal Act (2014 or 2015) (+4),sp/co USA FREEDOM prior to 2014-05-18 (+2),voted for Conyers/Amash amendment (+4),voted for House version of USA Freedom 2014 (-2),voted for Massie-Lofgren amendment 2014 (+3),Sp/co whistleblower protection for IC employees/contractors,1st USAF cloture vote,Straight reauth,Sp/co FISA Reform Act,Amdmt 1449: Data retention,Amdmt 1450: Extend implementation to 1yr,Amdmt 1451: Gut amicus,Final passage USAF,Sp/co 702 reforms (+4),Massie-Lofgrenamdmt to HR2685: Defund 702 (+3/-3),Massie-Lofgren amdmt on HR4870: No Encryption Backdoors (+3/-3),Total points,Grade,,,
Richard,Shelby,Senate,alshelbyrichardc.jpg,S000320,SenShelby,Alabama,(202) 224-5744,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,Republican,"Federal Courthouse, Suite 208
15 Lee Street
Montgomery, AL 36104-4055",334-223-7303,"32.377056,-86.3106016","Federal Building, Suite 321
1800 5th Avenue North
Birmingham, AL 35203-2171",205-731-1384,"33.517386,-86.810488","1000 Glenn Hearn Boulevard, Suite 20127
Huntsville, AL 35284",256-772-0460,"34.6484122,-86.7752719","2005 University Boulevard, Suite 2100
Tuscaloosa, AL 35401",205-759-5047 ,"33.2101506,-87.5631773","Federal Courthouse, Suite 445
113 Saint Joseph Street
Mobile, AL 36602-3623",251-694-4164,"30.6938886,-88.0431615",,,,,,,,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Brad,Sherman,House,cashermanbrad.jpg,S000344,BradSherman,California,,,Democrat,,,"5500 Palisade Avenue, Suite A
West New York, NJ 07093",201-558-0800 ,"40.785026,-74.016064","121 Newark Avenue, Suite 200
Jersey City, NJ 07302",201-309-0301 ,"40.7198532,-74.0432978","800 Anna Street
Elizabeth, NJ 07201",908-820-0692,"40.6661889,-74.1967934","Bayonne City Hall, Room 9
630 Avenue C
Bayonne, NJ 07002",201-823-2900,"40.6684118,-74.1168571",,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,8,B,,,
John,Shimkus,House,ilshimkusjohnm.jpg,S000364,RepShimkus,Illinois,,,Republican,,,"600 Baltimore Avenue, Suite 303
Towson, MD 21204",410-832-8890 ,"39.4022999,-76.607358",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Bill,Shuster,House,pashusterbillfranklin.jpg,S001154,RepBillShuster,Pennsylvania,,,Republican,,,"1811 West Second Street, Suite 275
Grand Island, NE 68803",308-384-3900 ,"40.9169748,-98.3583425","416 Valley View Drive, Suite 600
Scottsbluff, NE 69361",308-633-6333 ,"41.8787,-103.657",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Mike,Simpson,House,idsimpsonmichaelk.jpg,S001148,CongMikeSimpson,Idaho,,,Republican,,,"155 Bovet Road, Suite 780
San Mateo, CA 94402-1704", 650-342-0300 ,"37.5497181,-122.3166194",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Kyrsten,Sinema,House,azsinemakyrsten.jpg,S001191,RepSinema,Arizona,,,Democrat,,,"21454 Koop Drive, Suite 2C
Mandeville, LA 70471",985-893-9064,"30.4184245,-90.0424601","8026 Main Street, Suite 700
Houma, LA 70360",985-879-2300 ,"29.5979361,-90.7180572","110 Veterans Boulevard, Suite 500
Metairie, LA 70005",504-837-1259 ,"30.0018317,-90.129102","1514 Martens Drive, Suite10
Hammond, LA 70401",985-340-2185,"30.5178916,-90.4790274",,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Albio,Sires,House,njsiresalbio.jpg,S001165,Rep_Albio_Sires,New Jersey,,,Democrat,,,"P.O. Box 504879
Saipan, MP 96950",670-323-2647,"15.177801,145.750967","PO Box 520394
Tinian, MP 96952",670-433-2647,"14.9945495,145.6263207","PO Box 1361
Rota, MP 96951",670-532-2647 ,"15.2130982,145.7536944",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Louse,Slaughter,House,nyslaughterlouisem.jpg,S000480,LouiseSlaughter,New York,,,Democrat,,,resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,3,10,A-,,,
Adam,Smith,House,wasmithadam.jpg,S000510,RepAdamSmith,Washington,,,Democrat,,,"621 High Street
Oregon City, OR 97045",503-557-1324,"45.3571432,-122.6070483","544 Ferry Street, Suite 2
Salem, OR 97301",503-588-9100 ,"44.9383758,-123.0369687",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,3,10,A-,,,
Adrian,Smith,House,nesmithadrian.jpg,S001172,RepAdrianSmith,Nebraska,,,Republican,,,"3790 Municipal Way
Hilliard, OH 43026",614-771-4968 ,"40.0296495,-83.150794","123 south Broad Street, Suite 235
Lancaster, OH 43130",740-654-2654,"39.7128643,-82.6022906","69 North South Street
Wilimington, OH 45177",937-283-7049 ,"39.4463188,-83.8287899",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Chris,Smith,House,njsmithchris.jpg,S000522,RepChrisSmith,New Jersey,,,Republican,,,"10603 North Hayden Road, Suite 108
Scottsdale, AZ 85260",480-946-2411,"33.5830028,-111.9081262",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Jason,Smith,House,mosmithjason.jpg,S001195,RepJasonSmith,Missouri,,,Republican,,,"1300 South Harrison, Suite 3105
Fort Wayne, IN 46802",260-424-3041 ,"41.0737372,-85.1404535","700 Park Avenue
Winona Lake, IN 46590",574-269-1940 ,"41.2279567,-85.8225847",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,8,B,,,
Lamar,Smith,House,txsmithlamar.jpg,S000583,LamarSmithTX21,Texas,,,Republican,,,"101 South Lawrence Street
Montgomery, AL 36104",334-262-1919 ,"32.3759475,-86.3055249","Federal Building, Suite 112
908 Alabama Avenue
Selma, AL 36701",334-877-4414,"32.4073634,-87.0212571","2 20 Street North, Suite 1130
Birmingham, AL 35203",205-254-1960 ,"33.5134058,-86.8056205","186 Field of Dreams Drive
Demopolis, AL 36732",334-287-0860,"32.4846745,-87.7874749","2501 7th Street, Suite 300
Tuscaloosa, AL 35401",205-752-5380 ,"33.2070428,-87.5692679",,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,3,-3,-1,D+,,,
Jackie,Speier,House,caspeierjackie.jpg,S001175,RepSpeier,California,,,Democrat,,,"127-B North Central Avenue
Tifton, GA 31974",229-396-5175,"31.4548616,-83.5107191","230 Margie Drive, Suite 500
Warner Robins, GA 31088", 478-971-1776 ,"32.614426,-83.689362",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,1,0,-3,3,10,A-,,,
Debbie,Stabenow,Senate,mistabenowdebbie.jpg,S000770,StabenowPress,Michigan,(202) 224-4822,http://www.stabenow.senate.gov/?p=contact,Democrat,"719 Griswold Street, Suite 700
Detroit, MI 48226",313-961-4330,"42.3307555,-83.048152","1901 West Ridge, Suite 7
Marquette, MI 49855",906-228-8756 ,"46.5484343,-87.4269822","3335 South Airport Road West, Suite 6B
Traverse City, MI 49684",231-929-1031,"44.722344,-85.641496","432 North Saginaw Street, Suite 301
Flint, MI 48502
",810-720-4172 ,"43.019594,-83.6934783","221 West Lake Lansing Road, Suite 100
East Lansing, MI 48823
",517-203-1760 ,"42.757677,-84.485392","3280 East Beltline Court NE, Suite 400
Grand Rapids, MI 49525",616-975-0052,"43.0221525,-85.5901295",,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Elise,Stefanik,House,nystefanikelise.png,S001196,,New York,,,Republican,,,,,,"2944 North 44th Street, Suite 150
Phoenix, AZ 85018",602-956-2285 ,"33.481675,-111.9874218",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Chris,Stewart,House,utstewartchris.jpg,S001192,RepChrisStewart,Utah,,,Republican,,,"420 East South Temple, #390
Salt Lake City, UT 84111",801-364-5550 ,"40.768576,-111.87879","253 West St. George Boulevard, Suite 100
St. George, UT 84770",435-627-1500,"37.1096822,-113.5887298",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,8,B,,,
Steve,Stivers,House,ohstiverssteve.jpg,S001187,RepSteveStivers,Ohio,,,Republican,,,"5075 Hopyard Road, Suite 220
Pleasanton, CA 94588",925-460-5100,"37.695139,-121.9027031","1260 B Street, Suite 150
Hayward, CA 94541",510-370-3322 ,"37.6761715,-122.0785522",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Marlin,Stutzman,House,instutzmanmarlina.jpg,S001188,RepStutzman,Indiana,,,Republican,,,"830 South Bishop Avenue, Suite A
Rolla, MO 65401-4340",573-364-2455 ,"37.9323801,-91.7783653","2502 Tanner Drive, Suite 205
Cape Girardeau, MO 63701",573-335-0101,"37.3027895,-89.5558871","22 East Columbia, PO Box 1165
Farmington, MO 63640", 573-756-9755 ,"37.7803665,-90.4203215","35 Court Square, Suite 300
West Plains, MO 65775",417-255-1515 ,"36.7283092,-91.8528952","2911 North Westwood Boulevard, Suite C
Poplar Bluff, MO 63901",,"36.7893628,-90.4331879",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,3,10,A-,,,
Dan,Sullivan,Senate,aksullivandan.jpg,S001198,sendansullivan,Alaska,(202) 224-3004,http://www.sullivan.senate.gov/content/contact-dan,Republican,"Preston Tower, Suite 750
510 L Street
Anchorage, AK 99501",907-271-5915,"61.2189229,-149.8503728","851 East Westpoint Drive, Suite 309
Wasilla, AK 99654",907-357-9956,"61.582548,-149.428677","800 Glacier Avenue, Suite 101
Juneau, AK 99801",907-586-7277,"58.3002658,-134.4205527","1900 First Avenue, Suite225
Ketchikan, AK 99901","Federal Building, Suite 328
101 12th Avenue
Fairbanks, AK 99701","55.3492918,-131.667561",907-456-0261,,,,,,,,,,,,,,-4,1,,,0,0,0,0,0,0,0,0,0,0,1,-3,0,1,1,1,1,0,0,0,2,C-,,,
Eric,Swalwell,House,caswalwelleric.jpg,S001193,RepSwalwell,California,,,Democrat,,,"23 Durkee Street, Suite C
Plattsburgh, NY 12901",518-561-2324,"44.6964439,-73.4524475","120 Washington Street, Suite 200
Watertown, NY 13601-3370",315-782-3150 ,"43.97422,-75.911524","136 Glen Street
Glens Falls, NY 12801",518-743-0964,"43.3091451,-73.6439063",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,1,0,-3,3,10,A-,,,
Mark,Takai,House,hitakaimark.jpg,T000473,,Hawaii,,,Democrat,,,"910 Courthouse Lane
Greenville, MS 38701",662-335-9003,"33.407947,-91.0517725","3607 Medgar Evers Boulevard
Jackson, MS 39213",601-946-9003 ,"32.339995,-90.214478","263 East Main Street, PO Box 356
Marks, MS 38646",662-326-9003 ,"34.2568527,-90.2711418","509 Highway 82 West, Suite F
Greenwood, MS 38930",662-455-9003 ,"33.526616,-90.219581","106 West Green Street, Suite 106
Mound Bayou, MS 38762",662-455-9003 ,"33.8784135,-90.7298782","107 West Madison Street
Bolton, MS 39041",601-866-9003 ,"32.348821,-90.459947",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,B,,,
Mark,Takano,House,catakanomark.jpg,T000472,RepMarkTakano,California,,,Democrat,,,"905 South Fillmore Street, Suite 520
Amarillo, TX 79101",806-371-8844,"35.2034044,-101.8346002","2525 Kell Boulevard, Suite 406
Wichita Falls, TX 76308",940-692-1700,"33.884577,-98.5277561",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,3,17,A+,,,
Jon,Tester,Senate,mttesterjon.jpg,T000464,SenatorTester,Montana,(202) 224-2644,http://www.tester.senate.gov/?p=email_senator,Democrat,"Silver Bow Center, Suite 200
125 West Granite
Butte, MT 59701",406-723-3277,"46.0600227,-112.490614","Capital One Center, Suite 202
208 North Montana Avenue
Helena, MT 59601",406-449-5401,"46.586518,-112.020771","122 West Towne
Glendive, MT 59330",406-365-2391,"47.106025,-104.7135","Judge Jameson Federal Building, Suite 201
2900 4th Avenue North
Billings, MT 59101",406-252-0550,"45.783552,-108.509375","Avant Courier Building, Suite 202
1 East Main Street
Bozeman, MT 59715",406-586-4450,"45.6795093,-111.0370333","8 Third Street East
Kalispell, MT 59901",406-257-3360,"48.1958545,-114.3126431","119 First Avenue North, Suite 102
Great Falls, MT 59401",406-452-9585,"47.5065688,-111.3040376","130 West Front Street
Missoula, MT 59802",406-728-3003,"46.8704809,-113.9961658",,,0,1,,,3,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,11,A-,,,
Bennie,Thompson,House,mithompsonbennieg.jpg,T000193,BennieGThompson,Mississippi,,,Democrat,,,"1040 Main Street, Suite 101
Napa, CA 94559-2605",707-226-9898 ,"38.2998468,-122.2857794","985 Walnut Avenue
Vallejo, CA 94592",707-645-1888 ,"38.098167,-122.2721597","2300 Country Center Drive, Suite A100
Santa Rosa, CA 95403",707-542-7182 ,"38.4620056,-122.7253838","2751 Napa Valley Corporate Drive, Building 2
Napa, CA 94559-2605",707-226-9898,"38.249683,-122.27593",,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,3,0,10,A-,,,
Glenn,Thompson,House,pathompsonglennw.jpg,T000467,CongressmanGT,Pennsylvania,,,Republican,,,"120 West Third Street, Suite 305
Dayton, OH 45402",937-225-2843 ,"39.7587081,-84.1945251",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,0,0,0,0,0,0,0,0,1,0,3,-3,5,C,,,
Mike,Thompson,House,cathompsonmike.jpg,T000460,RepThompson,California,,,Democrat,,,"250 East Wilson Bridge Road, Suite 100
Worthington, OH 43085",614-523-2555 ,"40.1107153,-83.0072003",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,0,-3,-8,D-,,,
Mac,Thornberry,House,txthornberrymac.jpg,T000238,MacTXPress,Texas,,,Republican,,,"126 John Street, Suite 12
Lowell, MA 01852-1940",978-459-0101 ,"42.6482107,-71.3081632",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
John,Thune,Senate,sdthunejohnr.jpg,T000250,SenJohnThune,South Dakota,(202) 224-2321,http://www.thune.senate.gov/public/index.cfm/contact,Republican,"320 South First Street, Suite 101
Aberdeen, SD 57401",605-225-8823,"45.4614292,-98.4899623","246 Founders Park Drive, Suite 102
Rapid City, SD 57701",605-348-7551,"44.087279,-103.2398542","5015 South Bur Oak, Suite B
Sioux Falls, SD 57108",605-334-9596,"43.4995298,-96.7639144",,,,,,,,,,,,,,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Pat,Tiberi,House,ohtiberipatrickj.jpg,T000462,TiberiPress,Ohio,,,Republican,,,"127 West Spring Street, Suite C
Titusville, PA 16354",814-827-3985,"41.6261653,-79.6749177","3555 Benner Pike, Suite 101
Bellefonte, PA 16823",814-353-0215 ,"40.8956202,-77.7877153",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Thom,Tillis,Senate,nctillisthom.jpg,T000476,thomtillis,North Carolina,(202) 224-6342,http://www.tillis.senate.gov/content/contact-thom,Republican,"310 New Bern Avenue, Suite 122
Raleigh, NC 27601",919-856-4630,"35.7799621,-78.633881","301 South Evans Street, Suite 102
Greenville, NC 27858",252-329-0371,"35.6129376,-77.3722845","1520 South Boulevard, Suite 205
Charlotte, NC 28203",704-334-2448,"35.2143949,-80.8553832",,,,,,,,,,,,,,,,,,-4,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Scott,Tipton,House,cotiptonscott.jpg,T000470,RepTipton,Colorado,,,Republican,,,"550 East Charleston Boulevard, Suite B
Las Vegas, NV 89104",702-220-9823,"36.1585657,-115.1462347",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Dina,Titus,House,nvtitusdina.jpg,T000468,RepDinaTitus,Nevada,,,Democrat,,,"105 Jay Street, Room 15
Schenectady, NY 12305",518-374-4547,"42.8143085,-73.939835","61 Columbia Street, 4th Floor
Albany, NY 12210",518-465-0700 ,"42.6524331,-73.7513476","61 Church Street, Room 309
Amsterdam, NY 12010",518-843-3400,"42.9387067,-74.1884752",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Paul,Tonko,House,nytonkopauld.jpg,T000469,RepPaulTonko,New York,,,Democrat,,,"225 North 5th Street, Suite 702
Grand Junction, CO 81501",970-241-2499,"39.0689307,-108.5647858","609 Main Street, #105 Box 11
Alamosa, CO 81101",719-587-5105 ,"37.4694491,-105.8700214","503 North Main Street, Suite 658
Pueblo, CO 81003",719-542-1073 ,"38.2719773,-104.6093353","835 East Second Avenue, Suite 230
Durango, CO 81301",970-259-1490,"37.2725981,-107.8799171",,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,1,0,3,3,16,A+,,,
Pat,Toomey,Senate,patoomeypatrickj.jpg,T000461,SenToomey,Pennsylvania,(202) 224-4254,http://www.toomey.senate.gov/?p=contact,Republican,"1150 South Cedar Crest Boulevard, Suite 101
Allentown, PA 18103",610-434-1444,"40.569663,-75.51954","Federal Building, Suite B-120
17 South Park Row
Erie, PA 16501",814-453-3010,"42.1289302,-80.0842229","Federal Building, Suite 1104
228 Walnut Street
Harrisburg, PA 17101",717-782-3951,"40.2614194,-76.8825674","100 West Station Square Drive, Suite 225
Pittsburgh, PA 15219",412-803-3501,"40.4333831,-80.0036951","8 Penn Center, Suite 1702
1628 John F. Kennedy Boulevard
Philadelphia, PA 19103",215-241-1090,"39.9537075,-75.1679114"," 538 Spruce Street, Suite 302
Scranton, PA 18503",570-941-3540,"41.4072719,-75.6626822","Richland Square III, Suite 302
1397 Eisenhower Boulevard
Johnstown, PA 15904",814-266-5970,"40.2721728,-78.8482408",,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Norma,Torres,House,catorresnorma.jpg,T000474,,California,,,Democrat,,,"3403 10th Street, Suite 610
Riverside, CA 9250",951-222-0203,"33.9789413,-117.3725657",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Dave,Trott,House,mitrottdavid.jpg,T000475,,Michigan,,,Republican,,,"300 Ala Moana Boulevard, Room 4-104
Honolulu, HI 96850",808-541-2570,"21.303405,-157.8617926",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Niki,Tsongas,House,matsongasniki.jpg,T000465,NikiInTheHouse,Massachusetts,,,Democrat,,,"3200 Inland Empire Boulevard, Suite 200B
Ontario, CA 91764",909-481-6474,"34.0706932,-117.5806256",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Michael,Turner,House,ohturnermichaelr.jpg,T000463,RepMikeTurner,Ohio,,,Republican,,,"625 East Big Beaver Road Suite 204 Troy,  MI 48083",(248)-528-0711,"42.563685,-83.1359658",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Tom,Udall,Senate,nmudalltom.jpg,U000039,SenatorTomUdall,New Mexico,(202) 224-6621,http://www.tomudall.senate.gov/?p=contact,Democrat,"201 North Church Street, Suite 201B
Las Cruces, NM 88001",575-526-5475,"32.3110119,-106.7785827","219 Central Avenue NW, Suite 210
Albuquerque, NM 87102",505-346-6791,"35.0842912,-106.6494818","120 South Federal Place, Suite 302
Santa Fe, NM 87501",505-988-6511,"35.6913389,-105.938628","102 West Hagerman Street, Suite A
Carlsbad, NM 88220",575-234-0366,"32.425358,-104.226611","100 South Avenue A, Suite 113
Portales, NM 88130",575-356-6811,"34.1810256,-103.3451583",,,,,,,,,,,,4,1,,,3,4,0,0,0,0,0,0,0,4,1,3,0,1,1,1,1,0,0,0,19,A+,,,
Fred,Upton,House,miuptonfreds.jpg,U000031,RepFredUpton,Michigan,,,Republican,,,"157 South Kalamazoo Mall
Suite 180
Kalamazoo, MI 49007",(269) 385-0039,"42.2906411,-85.5829253","720 Main Street
St. Joseph, MI 49085",(269) 982-1986,"42.105351,-86.484035",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
David,Valadao,House,cavaladaodavidg.jpg,V000129,RepDavidValadao,California,,,Republican,,,"266 Broadway, Suite 201
Brooklyn, NY 11211 ",(718) 599-3658,"40.7086241,-73.959247","500 Pearl Street, Suite 973 New York, NY 10007 ",(212) 619-2606,"40.7141357,-74.0005078","16 Court St., Suite 1006
Brooklyn, NY 11241 ",(718) 222-5819,"40.6935888,-73.9908114",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Chris,Van Hollen,House,mdvanhollenchris.jpg,V000128,ChrisVanHollen,Maryland,,,Democrat,,,"7895 Broadway, Suite A Merrillville,  IN 46410",(219) 795-1844,"41.4752503,-87.3354152",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,4,4,3,3,15,A+,,,
Juan,Vargas,House,cavargasjuan.jpg,V000130,RepJuanVargas,California,,,Democrat,,,"51 Monroe St., Suite 507 Rockville,  MD 20850",(301) 424-3501,"39.083784,-77.148171","205 Center Street, Suite 206 Mount Airy,  MD 21771",(301) 829-2181,"39.3751938,-77.1513926",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Marc,Veasey,House,txveaseymarc.jpg,V000131,RepVeasey,Texas,,,Democrat,,,"101 North Irwin Street
Suite 110B
Hanford, CA 93230",559-582-5526,"36.3257372,-119.646568","2700 M Street
Suite #250B
Bakersfield, CA 93301"," (661) 864-7736
","35.3835765,-119.0145887",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Filemon,Vela,House,txvelafilemon.jpg,V000132,RepFilemonVela,Texas,,,Democrat,,,"380 North 8th Street, Suite 14El Centro,  CA 92243",760-355-8800,"32.795602,-115.561832","333 F Street, Suite A Chula Vista,  CA 91910",619-422-5963,"32.6410939,-117.0811877",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Nydia,Velázquez,House,nyvelazqueznydiam.jpg,V000081,NydiaVelazquez,New York,,,Democrat,,,"1881 Sylvan Ave., Ste. 108 Dallas,  TX 75208",(214) 741-1387,"32.7687538,-96.8364562","4200 South Freeway, Suite 412 Fort Worth,  TX 76115",(817) 920-9086,"32.6851558,-97.3220615",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,3,17,A+,,,
Peter,Visclosky,House,inviscloskypeterj.jpg,V000108,RepVisclosky,Indiana,,,Democrat,,,"500 East Main
Alice, TX 78332", (956) 544-8352,"27.7498669,-98.0720032"," 333 Ebony Avenue
Brownsville, TX 78520",(956) 544-8352,"25.9159127,-97.4921275","1390 W. Expressway 83
San Benito, TX 78586",(956) 276-4497,"26.1404901,-97.6538364","500 South Kansas Avenue
Weslaco, Texas 78596",(956) 520-8273,"26.157205,-97.989865",,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,-3,-5,D,,,
David,Vitter,Senate,lavitterdavid.jpg,V000127,davidvitter,Louisiana,(202) 224-4623,http://www.vitter.senate.gov/contact/email-senator-vitter,Republican,"2800 Veterans Boulevard, Suite 201
Metairre, LA 70002",504-589-2753,"30.0021125,-90.1498386","1651 Louisville Avenue, Suite 148
Monroe, LA 71201",318-325-8120,"32.5165909,-92.1082303","920 Pierremont Road, Suite 113
Shreveport, LA 71106",318-861-0437,"32.4552404,-93.7488662","949 Ryan Street, Suite E
Lake Charles, LA 70601",337-436-0453,"30.2269692,-93.2175524","858 Convention Street
Baton Rouge, LA 70802",225-383-0331,"30.4484353,-91.1817873","Plaza 28, Suite 700-A
6501 Coliseum Boulevard
Alexandria, LA 71303",318-448-0169,"31.2965442,-92.5155993","2201 Kaliste Saloom Road, Suite 201
Lafayette, LA 70508",337-993-9502 ,"30.164145,-92.039658",,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,1,0,0,0,-14,F,,,
Ann,Wagner,House,mowagnerann.jpg,W000812,RepAnnWagner,Missouri,,,Republican,,,"10124 South Broadway, Suite 1
Los Angeles, CA 90003", (323) 757-8900,"33.9438849,-118.2776748",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
